input_text,priority_binned,bug_resolution_time
Avoid implicit autowiring with Kotlin secondary constructors,Low,Long-Term
javassit linkage error with spring-aop while deploying on websphere java 8,Medium,Short-Term
Fix behavior of ClientResponse bodyToMono and bodyToFlux with Void.class,Low,Short-Term
"AutowiredAnnotationBeanPostProcessor picks ""wrong"" constructor for Kotlin class",Medium,Short-Term
WebClient doesn't reuse connections,Medium,Short-Term
Spring security 5.0.0.M4 jar is not on jcenter while pom is,Low,Short-Term
UriComponentsBuilder inconsistent encode/decode query params behavior,Medium,Long-Term
Inefficient equals logic in Spring Cache,Medium,Short-Term
Support non-standard classes in Kotlin reflection discovery methods,Low,Short-Term
WebFlux support for HTTP OPTIONS not working,Low,Short-Term
DispatcherHandler no longer orders HandlerMapping beans,Medium,Short-Term
ProtobufHttpMessageConverter: JSON not written to response,Low,Short-Term
Read spring.mvc.throw-exception-if-no-handler-found property,Low,Long-Term
RestTemplate doesn't consistently tolerate unknown HTTP status codes,Medium,Long-Term
"""Parameter metadata not available for the given statement"" SQL Exception after upgrading to Spring 5.0 RC4",Medium,Short-Term
ChannelRegistration.setInterceptors is misnamed,Low,Short-Term
@Bean method WebMvcConfigurationSupport.mvcConversionService called as a bean reference for type [org.springframework.format.support.FormattingConversionService] ,Low,Short-Term
Conflict between ShallowETagHeaderFilter and Tomcats DefaultServlet ,Low,Long-Term
Migration from 3.2 to 4.3 gives Error Attempting to execute an operation on a closed EntityManager.,Low,Short-Term
Multipart File upload: Sometimes receiving empty files!,Medium,Long-Term
WebClient: Multipart POST doesn't work,Medium,Long-Term
WebClient: DELETE request should not send transfer-encoding: chunked header,Medium,Long-Term
@TransactionalEventListener(fallbackExecution = true) runs before commit,Low,Long-Term
Running an app with @Configuration using Java 9 prints ugly illegal access warnings,Low,Short-Term
ClassCastException:ContextRefreshedEvent cannot be cast to WebServerInitializedEvent,Medium,Short-Term
StompDecoder Logs Null Session IDs for Heartbeats,Low,Short-Term
Wrong exception thrown by Springframework Beans when Type validation fails,Low,Short-Term
spring-framework-bom lists unpublished spring-build-src module,Medium,Short-Term
Autowired Rules do not work with SpringClassRule or SpringMethodRule,Low,Short-Term
Reactive response is not shown in Postman,Low,Short-Term
Spring MVC : ModelAttribute not being populated on a PUT request,Medium,Short-Term
only one MultipartFile object populated when using an java.util.Optional MutipartFile array or list @RequestParam,Low,Long-Term
java.util.Optional MultipartFile[] @RequestParam argument is null in multipart/form-data POST,Low,Long-Term
Error on type argument constraint validation failure,Medium,Short-Term
Controller exclusion does not work,Medium,Short-Term
ClassNotFoundException exception when trying to start new created gradle project via Initializr,Low,Short-Term
ResourceEncodingUrlFilter is not working with standalone tomcat container,Medium,Short-Term
H2 aliases are not supported in SQL ScriptUtils,Low,Short-Term
no dependencyManagement in spring-framework-bom,Low,Short-Term
HttpComponentsClientHttpRequestFactory setBufferRequestBody(false) problem,Medium,Long-Term
DefaultWebSessionManager requires DefaultWebSession,Low,Long-Term
"BLOCKED ""reactor-http-nio-*"" threads under load",Medium,Short-Term
Fix overridden methods nullability,Low,Short-Term
Should call getNativeResponse() instead of getNativeRequest() in FrameworkServlet,Low,Short-Term
Jackson2JsonEncoder and Jackson2JsonDecoder should use provided mime types,Low,Short-Term
@ControllerAdvice behaving erratically in latest milestones,Medium,Long-Term
@RequestParam Optional<List<?>> not handling multiple params of the same name correctly,Low,Short-Term
Unable to use Hibernate Validator 4.3.2 if Bean Validation API 1.1 is on the classpath,Low,Long-Term
Webflux: Multipart/mixed delegation requests throws exception,Medium,Long-Term
FileSystemUtils.deleteRecursively always returns false,Low,Short-Term
FileSystemUtils.copyRecursively no longer replaces existing files,Low,Short-Term
String to JSON conversion does not produce valid JSON,Medium,Long-Term
SimpleApplicationEventMulticaster does not deal with lambda-defined listeners when ErrorHandler is set,Medium,Short-Term
spring-aspects should remain on AspectJ 1.8.9 by default (since aspectjrt 1.8.10 requires Java 7+),Medium,Long-Term
Access to request parameters via @RequestParam within form PUT request handlers is broken (HttpPutFormContentFilter),Low,Short-Term
Regression after URI template support added to MockMvcResultMatchers,Low,Long-Term
Make AopUtils.canApply use all interfaces implemented by targetClass,Low,Short-Term
AnnotationAwareOrderComparator doesn't handle null values anymore,Low,Short-Term
Setting user header on CONNECT message stopped working,Medium,Short-Term
[Kotlin] Warning message about private final methods.,Low,Short-Term
AbstractCodecConfigurer creates Jackson Encoders/Decoders each time when getters are called,Low,Short-Term
Wrong message in MissingCsrfTokenException,Low,Short-Term
TemplateAwareExpressionParser.parseExpression does not accept null ParserContext anymore,Medium,Short-Term
Follow-up: AbstractMethodError when calling validated method of MethodValidationPostProcessor is using a @Lazy validator,Medium,Long-Term
Parse error when reading JSON through the Jackson non-blocking parser,Medium,Short-Term
Incorrect work of AntPathMatcher's extractPathWithinPattern method,Low,Short-Term
Support IPv6 Host addresses in HttpHeaders,Low,Short-Term
WebClient fails on empty JSON array response,Low,Short-Term
WebClient.post() not sending complete Flux on Windows,Low,Long-Term
Spring modelattribute not recognized after ajax update anymore,Low,Long-Term
UriUtils.extractFileExtension() does not properly handle all fragments,Low,Short-Term
Returning ResponseEntity from WebFlux controller method declared to return Object serialises entire response entity to response body,Medium,Short-Term
WebClient completes abruptly emitting null,Medium,Short-Term
Spring webflux app consumes more resources than non-reactive equivalent app implementation,Medium,Long-Term
Precondition failed for PUT methods on ResponseEntity return types,Medium,Long-Term
PropertyOrFieldReference invalidly reuses cached PropertyAccessor,Medium,Short-Term
ClassCastException during deserialization of ScopedObject,Low,Short-Term
NoSuchMethodError when webflux renders Thymeleaf template,Medium,Short-Term
AbstractJackson2HttpMessageConverter throws exception if log level is ERROR ,Medium,Short-Term
ReflectionTestUtils accidentally requires spring-aop on the classpath,Low,Short-Term
MockMvc duplicates PUT Parameter value,Low,Short-Term
"When Spring boot is used along with the DEVTOOLS dependency, CASTOR xml marshalling fails",Low,Short-Term
JSP tags doesn't pick up JSTL-defined time zone at page level,Low,Short-Term
WiretapConnector does not clean up exchanges,Low,Short-Term
Issue with ServerRequest's queryParams ,Low,Short-Term
ResponseSpec#toEntity(...) fails when response status code is 5xx,Medium,Short-Term
JMS Integration with Tibco causes deadlock while using DefaultMessageListenerContainer,Medium,Short-Term
UriComponents expand() and encode() are inconsistent and confusing,Low,Short-Term
"WebFlux can't serialize ""Object"" return types as response body",Low,Short-Term
Incorrect handling of ABNF notation in HTTP Headers parsing,Low,Long-Term
Memory Leak due to not pruning factoryBeanObjectCache when closing the ApplicationContext,Low,Short-Term
org.apache.tomcat.websocket.WsSession.requestUri can be null,Low,Short-Term
@RequestBody annotation in interface is ignored,Medium,Long-Term
org.springframework.context.ApplicationContextException while setting explicitly spring.main.web-environment=true in property file,Low,Short-Term
Interceptors ignored in JAVA configuration but not XML configuration,Medium,Short-Term
WebAsyncManager is not compatible with the crosscontext mode,Medium,Short-Term
XmlEventDecoder triggers IllegalReferenceCountException at AbstractByteBuf,Medium,Short-Term
Default Locale not set on Spring Webflux,Medium,Long-Term
CORS Options request forbidden with Webflux,Medium,Short-Term
WebClient fails to transform empty json array to emtpy flux,Low,Short-Term
ConcurrentModificationException in DelegatingApplicationListener,Medium,Short-Term
Compilation fails in Testing Router Functions,Medium,Short-Term
ClientResponse bodyToFlux fails when encoding empty JSON array,Medium,Short-Term
NullPointerException if cron expression is null,Low,Short-Term
WebClient's handling of empty bodies seems broken,Medium,Short-Term
@EventListener's 'condition' doesn't work as expected with proxied beans,Low,Long-Term
WebFlux and ServerResponse possible issue,Medium,Short-Term
Request params Optional<List<String> and List<String> are inconsistent,Low,Long-Term
SimpleRequestExpectationManager fails with sequential calls with different count,Low,Short-Term
Inconsistent @Nullable on AbstractDestinationResolvingMessagingTemplate,Low,Short-Term
Disable Servlet request async timeout for reactive type streaming scenarios in Spring MVC ,Low,Short-Term
Issue with Router Functions,Medium,Short-Term
ServletRequestHandledEvent response code does not take security filter into account,Low,Long-Term
JdkDynamicAopProxy constructs ReflectiveMethodInvocation with EmptyTargetSource.EMPTY_TARGET for static methods,Low,Short-Term
Dramatic performance degradation on writing to DefaultDataBuffer after filling the initial capacity,Medium,Short-Term
NPE in AnnotationUtils.getValue,Medium,Short-Term
Protect DataSourceUtils#getConnection(DataSource) against null from DataSource,Low,Short-Term
AbstractMethodError when calling validated method of MethodValidationPostProcessor is using a @Lazy validator,Low,Long-Term
Mail properties doesn't applied,Low,Short-Term
Mixing @Controller and RouterFunctions,Low,Short-Term
"Spring Webflux: ServerRequest.queryParam() throws NullPointerException for a query parameter without ""=""",Medium,Short-Term
Spring WebFlux fails with 500 if Accept-Language is set to an empty string,Low,Short-Term
Error resolving template if URL has doubled slashes,Low,Long-Term
Spring MVC content negotiation default content type is not honored,Medium,Short-Term
High percent of failures (timeout) under load from server-side WebClient requests,Medium,Long-Term
https://repo.spring.io/jcenter-cache repository contains broken Batik 1.9 artifacts,Low,Short-Term
Poor diagnostics when Jackson cannot deserialise an application/json payload due to a missing deserialiser,Medium,Long-Term
