input_text,priority_binned,bug_resolution_time
tc Server developer edition bundled with STS 2.5.1 is missing the insight and base template making it impossible to create new instances,Medium,Short-Term
methodToChannelMap error in STS with Spring Integration 2.0.0.RC2,Low,Long-Term
Grails drag drop for a deleted and recreated project doesn't work,Medium,Medium-Term
Reloading of Grails classes while debugging after a change causes source locations not to be found,Medium,Long-Term
Brand new SprinSource ToolSuite fails to install Groovy extension,Medium,Short-Term
"Can't Deploy to a TC Server with a ""Use workspace metadata (does not modify tc Server installation)"" server location",Medium,Long-Term
Updating Software error from 2.5.0 to 2.5.1,Low,Short-Term
Update to 2.5.1: Grails plugin sources shown in package explorer,Low,Short-Term
Unable to change the content assist hot key in the Grails Command Prompt pop-up,Medium,Medium-Term
Convert to Grails project breaks for linked projects,Medium,Short-Term
Classpath problems when importing existing Grails projects,Low,Medium-Term
"[Grails] Run on server, source locators not configure automatically",Medium,Short-Term
Upgrading 2.5.0 to 2.5.1 does not work,Medium,Short-Term
"STS hangs, possibly related to Grails tooling",High,Short-Term
Grails dependencies uninitialized on Grails project creations in 2.5.0. ,Medium,Medium-Term
Installing Google Plugin for Eclipse or DataNucleus Eclipse Plugin fails,Low,Short-Term
Cannot execute STS,Low,Medium-Term
dm Server Tools SWTBot tests have failing cases,Medium,Short-Term
New Grails controller doesn't propagate to the server,Low,Long-Term
STS 2.5 cause serious memory leak on OS X 10.6.4,Medium,Short-Term
URISyntaxException in GrailsPluginUtil,Low,Short-Term
Error creating bean with name 'transactionManager' defined in file [C:\Downloads\Eclipse with Spring Tool Suite 2.5.0 RELEASE\tc-server-developer-2.0.4.RELEASE\spring-insight-instance\wtpwebapps\resourcetracking2\WEB-INF\classes\META-INF\spring\applicatio,Low,Medium-Term
'Initializing Java Tooling' has encountered a problem,High,Long-Term
"""/login**"" intercept-url no longer generated by default in applicationContext-security.xml",Medium,Medium-Term
Editing very large XML files with the integration-graph enabled can be very slow,Medium,Short-Term
Tc-Server often running out of PermGen space,Low,Short-Term
Add visual editor support for Spring Integration - groovy adapter,Medium,Short-Term
Add visual editor support for Spring Integration - feed adapter,Medium,Short-Term
Update visual editor support for Spring Integration RC2,Medium,Long-Term
"tcServer copies Web Project resources (jsp, css, html etc files) to .metadata/.plugins/org.eclipse.wst.server.core/tmp0 directory.",Low,Long-Term
"Roo Integration: bundle URL protocol does not work, when Roo runs within STS",Low,Long-Term
Installing jquery plugin -- content from plugin under web-app directory is not accessible when using grails run-app,Low,Medium-Term
Can't upgrade from 2.5.0.RC1 to 2.5.0.RELEASE,High,Short-Term
NPE in ShowDashboardPageAction on startup after install,Low,Medium-Term
Name Clash error occurs (Java Problem) after installing STS 2.5.0,Low,Short-Term
Trying to upgrade STS 2.5.0 M3 to 2.5.0 Release  Is this possible?,Low,Short-Term
Error configuring application listener of class org.springframework.web.context.ContextLoaderListener java.lang.ClassNotFoundException,High,Short-Term
Exception when opening Beans in Spring Explorer,Low,Short-Term
Does not identify configuration files due to a NullPointerException,Low,Short-Term
Problems with installer on Mac,Low,Long-Term
Creation of URI in GrailsPluginUtil on Windows results in URISyntaxException,Medium,Short-Term
Error trying update with sts-2.5.0 RC1 to 2.5.0 RELEASE,Medium,Medium-Term
STS apparently bundles Groovy Jar with broken groovy-release-info.properties,Medium,Long-Term
[grails] Various pieces of functionality could be broken by user overriding default grails.work.dir location.,Low,Long-Term
Can't install Grails and Groovy Plugins,Low,Long-Term
"Empty plugin list in Grails Plugin Manager window, if user overrides default value for grails.work.dir ",Low,Long-Term
NullPointerException when saving Spring preferences,High,Short-Term
Commands Ignored in STS Roo Shell,Medium,Long-Term
"[Grails] Run as ""test-app"", when run from editor always runs all tests",Medium,Short-Term
[Grails] Keyboard shortcut sometimes not working,Low,Short-Term
Transitive in place plugin dependencies not being properly refreshed.,Low,Long-Term
Cannot differentiate between normal plugins and local plugins in the 'plugins' area of a grail project,Low,Short-Term
Dynamic finders should provide method parameters in content assist proposals,Low,Long-Term
navigation to links in the console view not working,Low,Short-Term
Cannot run GWT application within STS,Low,Short-Term
NPE during startup caused by Grails Classpath Container,Low,Short-Term
Spring/Manifest Generation panel under Project Properties doesn't allow reference to properties files outside of Workspace,Low,Long-Term
SpringSource Bundlor Builder gives errors on org.eclipse.virgo.kernel.* projects,Low,Medium-Term
Grails project displays warnings from plugin's sources,Low,Long-Term
Can't add bookmarks in GSP sources,Medium,Long-Term
Can't reliably set breakpoints on internal grails' groovy classes packaged in jars with sources attached,High,Short-Term
BeanDefinitionStoreException on workspace build,Medium,Short-Term
Unable to run any Grails command,High,Short-Term
"[Grails] After running ""generate-all"" from command prompt, project resources are not refreshed",Low,Short-Term
grails command prompt can't resolve url's,Low,Short-Term
"Startup hangs with ""Initializing Java Tooling (1%)"" with dm Server/Virgo projects in workspace",Medium,Long-Term
[PluginMananager] Application.properties not refreshed after install/uninstall plugin,Low,Short-Term
STS executable run issue: unable to locate companion shared library,Medium,Medium-Term
Code completion for bean definitions in Maven projects broken,Medium,Short-Term
Grails artifacts may be created with an invalid package name,Low,Short-Term
[grails] STS doesn't notice changes to plugin versions in application.properties,Medium,Long-Term
Grails plugin source files not being picked up on classpath,High,Medium-Term
creating a grails project with a project specific grails installation (not default) is ignored - it still uses the default version,Low,Short-Term
Updating more than one plugin from Grails plugin manager is very long-winded,Low,Medium-Term
[In-Place Plugins] Grails Plugin Manager: add support to install and uninstall in-place plugins. ,Low,Long-Term
[In-Place] Tag libraries in in place plugins are not added to the PerProjectTagProvider,Medium,Long-Term
Unable to run script file in roo dev shell without using fully qualified name,Low,Medium-Term
STS Error: Internal Error when trying to copy and paste a Grails Controller,Medium,Short-Term
STS Error: unhandled event loop exception,High,Short-Term
STS Generic Command Wizard: automatically generate Alt+? keyboard shortcuts for wizard parameter page editors,Low,Short-Term
"In place plugin dependencies should be recorded as a project dependency in the dependent project, not as a set of source folder dependencies",Medium,Medium-Term
Grails Tooling: PerProjectPluginCache reads wrong Grails class path container during refresh dependencies,Medium,Medium-Term
"STS Generic Command Wizard: if filter shows only one element in the command table, automatically set the selection and validate wizard buttons",Low,Short-Term
STS Generic Command Wizard: add up and down arrow navigation between table viewer and search control,Low,Short-Term
Add visual editor support for Spring Integration - twitter adapter,Medium,Short-Term
Add visual editor support for Spring Integration - sftp adapter,Medium,Short-Term
Add visual editor support for Spring Integration - ftp adapter,Medium,Short-Term
Update visual editor support for Spring Integration M7,Medium,Short-Term
generate-all grails command in STS 2.5.0.M3 not working with wildcards,Medium,Medium-Term
"STS occasionally overwrites .classpath and .project files for Grails projects which have ""Dependency Management"" disabled",Medium,Long-Term
enum in Groovy Script is treated as error,Medium,Medium-Term
Failed to update product from 2.3.3.M2 to 2.5.0.M3,Medium,Long-Term
"Enabling of AJDT weaving service does not ""stick"" - After enabling it and restarting, you get prompted again to enable it",Low,Long-Term
Grails: in-place plugin dependencies that are not packaged throw exception in Project Explorer,Low,Long-Term
grails message.properties are UTF-8 but STS determins them as ISO-8859-1,Medium,Long-Term
STS install failure in Galileo due to version issue with Mylyn 3.4,High,Short-Term
Generic Command Wizard: option to group mandatory parameters first,Low,Short-Term
Generic Command Wizard: Java package content assist and browsing are not working,Medium,Short-Term
Generic Command Wizard: display a project name as a text label instead of combo when only one project present in the wizard,Low,Short-Term
"Grails Tools Menu 'create XXX' actions: set default values for create domain class, controller, service, and taglib",Low,Long-Term
Make timout value for Grails Command termination user configurable,Low,Long-Term
issue when using the mvc namespace with Spring 3.0.2,Low,Long-Term
Generic Command Wizard: duplicate boolean parameter and parameters with default values not automatically set,Medium,Short-Term
Generic Command Wizard: add search control,Low,Short-Term
Refresh dependencies is not picking up all dependencies,Medium,Long-Term
"STS picks the ""wrong"" path for sources of the grails dependency jars when using symbolic links for GRAILS_HOME",Low,Long-Term
